IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
23.225.64.72,25017,true,SIN,Asia Pacific,Singapore,119 ms,17944 kB/s
91.217.139.121,8443,true,LAX,North America,Los Angeles,195 ms,2294 kB/s
23.225.195.46,14369,true,LAX,North America,Los Angeles,172 ms,1625 kB/s
172.247.123.56,34237,true,LAX,North America,Los Angeles,203 ms,1580 kB/s
38.6.190.192,2087,true,LAX,North America,Los Angeles,196 ms,1110 kB/s
103.99.178.62,31940,true,LAX,North America,Los Angeles,188 ms,1052 kB/s
103.99.178.62,13241,true,LAX,North America,Los Angeles,189 ms,1049 kB/s
103.99.178.62,51794,true,LAX,North America,Los Angeles,167 ms,1046 kB/s
172.247.21.125,443,true,LAX,North America,Los Angeles,199 ms,863 kB/s
216.38.168.34,16384,true,LAX,North America,Los Angeles,198 ms,224 kB/s
103.235.18.61,34237,true,HKG,Asia Pacific,Hong Kong,80 ms,0 kB/s
