IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
13.209.166.73,80,false,ICN,Asia Pacific,Seoul,243 ms,30065 kB/s
18.159.105.97,80,false,FRA,Europe,Frankfurt,168 ms,11248 kB/s
18.185.254.189,80,false,FRA,Europe,Frankfurt,179 ms,10839 kB/s
3.68.31.54,80,false,FRA,Europe,Frankfurt,164 ms,9108 kB/s
51.17.192.69,443,false,MXP,Europe,Milan,228 ms,4494 kB/s
3.111.137.178,80,false,BOM,Asia Pacific,Mumbai,303 ms,3586 kB/s
18.156.209.101,80,false,FRA,Europe,Frankfurt,173 ms,2310 kB/s
35.86.94.173,80,false,SEA,North America,Seattle,205 ms,2178 kB/s
3.66.115.225,80,false,FRA,Europe,Frankfurt,167 ms,1293 kB/s
51.17.192.69,80,false,MRS,Europe,Marseille,237 ms,1214 kB/s
52.53.226.228,80,false,SJC,North America,San Jose,172 ms,677 kB/s
54.150.195.218,80,false,NRT,Asia Pacific,Tokyo,84 ms,163 kB/s
3.6.136.68,80,false,BOM,Asia Pacific,Mumbai,299 ms,162 kB/s
18.178.250.71,80,false,NRT,Asia Pacific,Tokyo,84 ms,154 kB/s
3.101.110.90,80,false,SJC,North America,San Jose,172 ms,0 kB/s
204.110.223.229,443,false,CMH,North America,Columbus,247 ms,0 kB/s
204.110.221.174,80,false,SEA,North America,Seattle,224 ms,0 kB/s
204.110.221.135,80,false,SEA,North America,Seattle,201 ms,0 kB/s
204.110.223.6,80,false,CMH,North America,Columbus,228 ms,0 kB/s
204.110.223.75,80,false,CMH,North America,Columbus,233 ms,0 kB/s
35.167.93.200,443,false,SEA,North America,Seattle,203 ms,0 kB/s
204.110.221.138,80,false,SEA,North America,Seattle,233 ms,0 kB/s
204.110.221.69,80,false,SEA,North America,Seattle,227 ms,0 kB/s
204.110.221.192,80,false,SEA,North America,Seattle,217 ms,0 kB/s
3.141.95.66,80,false,ORD,North America,Chicago,239 ms,0 kB/s
204.110.221.36,80,false,SEA,North America,Seattle,201 ms,0 kB/s
204.110.221.170,80,false,SEA,North America,Seattle,205 ms,0 kB/s
204.110.221.40,80,false,SEA,North America,Seattle,200 ms,0 kB/s
204.110.221.48,80,false,SEA,North America,Seattle,206 ms,0 kB/s
204.110.221.144,80,false,SEA,North America,Seattle,202 ms,0 kB/s
204.110.220.61,80,false,SEA,North America,Seattle,214 ms,0 kB/s
204.110.220.224,80,false,SEA,North America,Seattle,220 ms,0 kB/s
204.110.220.185,80,false,SEA,North America,Seattle,195 ms,0 kB/s
204.110.223.229,80,false,CMH,North America,Columbus,259 ms,0 kB/s
