IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
13.209.166.73,80,false,ICN,Asia Pacific,Seoul,212 ms,81585 kB/s
3.68.31.54,80,false,FRA,Europe,Frankfurt,167 ms,10197 kB/s
18.156.209.101,80,false,FRA,Europe,Frankfurt,170 ms,9519 kB/s
18.185.254.189,80,false,FRA,Europe,Frankfurt,168 ms,9214 kB/s
18.159.105.97,80,false,FRA,Europe,Frankfurt,167 ms,6986 kB/s
3.141.95.66,80,false,CMH,North America,Columbus,228 ms,5730 kB/s
51.17.192.69,443,false,MRS,Europe,Marseille,226 ms,2567 kB/s
51.17.192.69,80,false,MRS,Europe,Marseille,226 ms,1844 kB/s
52.53.226.228,80,false,SJC,North America,San Jose,172 ms,1154 kB/s
3.66.115.225,80,false,FRA,Europe,Frankfurt,157 ms,977 kB/s
3.111.137.178,80,false,BOM,Asia Pacific,Mumbai,296 ms,269 kB/s
18.178.250.71,80,false,NRT,Asia Pacific,Tokyo,82 ms,162 kB/s
54.150.195.218,80,false,NRT,Asia Pacific,Tokyo,89 ms,158 kB/s
204.110.221.36,80,false,SEA,North America,Seattle,220 ms,0 kB/s
204.110.221.77,80,false,SEA,North America,Seattle,207 ms,0 kB/s
3.101.110.90,80,false,SJC,North America,San Jose,201 ms,0 kB/s
204.110.223.86,80,false,CMH,North America,Columbus,230 ms,0 kB/s
204.110.221.223,80,false,SEA,North America,Seattle,224 ms,0 kB/s
204.110.221.251,80,false,SEA,North America,Seattle,199 ms,0 kB/s
3.6.136.68,80,false,BOM,Asia Pacific,Mumbai,315 ms,0 kB/s
204.110.221.138,80,false,SEA,North America,Seattle,200 ms,0 kB/s
35.167.93.200,443,false,SEA,North America,Seattle,215 ms,0 kB/s
