IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
152.70.155.147,2083,true,LAX,North America,Los Angeles,267 ms,6349 kB/s
164.152.26.70,2052,true,ORD,North America,Chicago,250 ms,5916 kB/s
129.146.46.164,443,true,LAX,North America,Los Angeles,276 ms,5439 kB/s
152.70.155.147,2053,true,LAX,North America,Los Angeles,258 ms,5299 kB/s
164.152.26.70,2086,true,ORD,North America,Chicago,260 ms,4696 kB/s
158.179.207.182,8443,true,ARN,Europe,Stockholm,297 ms,4683 kB/s
152.70.155.147,443,true,LAX,North America,Los Angeles,257 ms,4527 kB/s
152.70.155.147,8443,true,LAX,North America,Los Angeles,255 ms,4517 kB/s
141.144.197.111,443,true,AMS,Europe,Amsterdam,296 ms,4423 kB/s
152.70.155.147,2087,true,LAX,North America,Los Angeles,265 ms,4344 kB/s
132.145.54.84,2053,true,LHR,Europe,London,249 ms,3939 kB/s
132.145.54.84,8443,true,LHR,Europe,London,281 ms,3855 kB/s
89.168.83.143,8443,true,FRA,Europe,Frankfurt,300 ms,3818 kB/s
150.136.87.192,443,true,IAD,North America,Ashburn,257 ms,3687 kB/s
141.148.242.113,8443,true,AMS,Europe,Amsterdam,303 ms,3468 kB/s
193.123.81.105,443,true,CDG,Europe,Paris,186 ms,3438 kB/s
141.148.229.106,443,true,AMS,Europe,Amsterdam,308 ms,3404 kB/s
141.145.205.115,8443,true,CDG,Europe,Paris,254 ms,3198 kB/s
132.226.31.178,443,true,LAX,North America,Los Angeles,260 ms,3004 kB/s
129.151.198.3,2053,true,ARN,Europe,Stockholm,268 ms,2911 kB/s
158.178.153.80,2096,true,AMS,Europe,Amsterdam,304 ms,2755 kB/s
129.146.168.102,443,true,LAX,North America,Los Angeles,280 ms,2693 kB/s
130.61.23.77,443,true,FRA,Europe,Frankfurt,304 ms,2623 kB/s
130.61.170.78,443,true,FRA,Europe,Frankfurt,309 ms,2529 kB/s
84.235.169.234,443,true,AMS,Europe,Amsterdam,298 ms,2377 kB/s
89.168.68.57,2053,true,FRA,Europe,Frankfurt,308 ms,2268 kB/s
152.70.155.147,2096,true,LAX,North America,Los Angeles,263 ms,2252 kB/s
150.230.20.156,2053,true,AMS,Europe,Amsterdam,307 ms,2246 kB/s
129.146.254.39,443,true,LAX,North America,Los Angeles,265 ms,2182 kB/s
141.144.198.113,2053,true,AMS,Europe,Amsterdam,301 ms,2070 kB/s
150.230.20.156,8443,true,AMS,Europe,Amsterdam,300 ms,1826 kB/s
158.180.49.11,8443,true,FRA,Europe,Frankfurt,303 ms,1759 kB/s
130.61.107.238,8443,true,FRA,Europe,Frankfurt,305 ms,1756 kB/s
89.168.43.31,2053,true,CDG,Europe,Paris,264 ms,1635 kB/s
158.101.215.45,8443,true,AMS,Europe,Amsterdam,304 ms,1436 kB/s
141.144.202.252,443,true,FRA,Europe,Frankfurt,304 ms,1185 kB/s
158.101.199.249,8443,true,AMS,Europe,Amsterdam,303 ms,1116 kB/s
89.168.68.57,8443,true,FRA,Europe,Frankfurt,305 ms,1081 kB/s
89.168.43.31,8443,true,CDG,Europe,Paris,262 ms,1040 kB/s
158.179.207.182,2053,true,ARN,Europe,Stockholm,301 ms,1020 kB/s
158.178.206.197,2053,true,CDG,Europe,Paris,251 ms,832 kB/s
158.180.49.11,2053,true,FRA,Europe,Frankfurt,306 ms,825 kB/s
141.144.198.113,8443,true,AMS,Europe,Amsterdam,303 ms,809 kB/s
158.178.206.197,8443,true,CDG,Europe,Paris,254 ms,627 kB/s
89.168.112.118,8443,true,FRA,Europe,Frankfurt,308 ms,624 kB/s
141.147.61.116,8443,true,FRA,Europe,Frankfurt,309 ms,153 kB/s
129.80.123.71,443,true,IAD,North America,Ashburn,259 ms,134 kB/s
141.147.61.116,2053,true,FRA,Europe,Frankfurt,331 ms,108 kB/s
129.146.220.190,443,true,LAX,North America,Los Angeles,254 ms,96 kB/s
140.238.158.238,443,true,YYZ,North America,Toronto,253 ms,35 kB/s
143.47.243.144,8443,true,LHR,Europe,London,255 ms,34 kB/s
129.151.198.3,8443,true,ARN,Europe,Stockholm,274 ms,28 kB/s
146.235.59.153,2053,true,GRU,South America,São Paulo,382 ms,25 kB/s
168.138.141.235,2053,true,GRU,South America,São Paulo,376 ms,25 kB/s
140.238.158.238,8080,true,YYZ,North America,Toronto,243 ms,20 kB/s
132.226.163.224,2053,true,GRU,South America,São Paulo,379 ms,18 kB/s
152.67.231.219,443,true,SJC,North America,San Jose,213 ms,0 kB/s
150.230.34.116,443,true,SJC,North America,San Jose,203 ms,0 kB/s
217.142.243.226,443,true,KIX,Asia Pacific,Osaka,197 ms,0 kB/s
64.110.104.30,443,true,KIX,Asia Pacific,Osaka,250 ms,0 kB/s
152.67.65.201,443,true,ZRH,Europe,Zurich,250 ms,0 kB/s
146.56.161.229,443,true,ICN,Asia Pacific,Seoul,105 ms,0 kB/s
129.159.130.38,443,true,CDG,Europe,Paris,285 ms,0 kB/s
129.151.148.35,443,true,DXB,Middle East,Dubai,188 ms,0 kB/s
168.138.46.67,443,true,KIX,Asia Pacific,Osaka,200 ms,0 kB/s
168.138.215.251,443,true,NRT,Asia Pacific,Tokyo,145 ms,0 kB/s
168.138.162.187,443,true,SIN,Asia Pacific,Singapore,325 ms,0 kB/s
168.138.184.172,443,true,SIN,Asia Pacific,Singapore,299 ms,0 kB/s
141.147.161.250,443,true,NRT,Asia Pacific,Tokyo,155 ms,0 kB/s
141.144.253.109,443,true,FRA,Europe,Frankfurt,265 ms,0 kB/s
132.145.127.203,2053,true,NRT,Asia Pacific,Tokyo,182 ms,0 kB/s
129.213.136.180,443,true,IAD,North America,Ashburn,263 ms,0 kB/s
