IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
40.233.70.7,8443,true,YYZ,North America,Toronto,226 ms,4608 kB/s
152.70.155.147,2087,true,LAX,North America,Los Angeles,200 ms,4540 kB/s
152.70.155.147,2096,true,LAX,North America,Los Angeles,207 ms,4440 kB/s
152.70.155.147,2083,true,LAX,North America,Los Angeles,201 ms,3971 kB/s
140.238.88.47,443,true,LHR,Europe,London,241 ms,3719 kB/s
168.138.184.172,443,true,SIN,Asia Pacific,Singapore,287 ms,3506 kB/s
168.138.50.249,443,true,KIX,Asia Pacific,Osaka,191 ms,3447 kB/s
152.70.59.90,8443,true,AMS,Europe,Amsterdam,254 ms,3384 kB/s
150.230.20.156,8443,true,AMS,Europe,Amsterdam,263 ms,3257 kB/s
141.147.89.115,443,true,FRA,Europe,Frankfurt,251 ms,3209 kB/s
89.168.83.143,8443,true,FRA,Europe,Frankfurt,301 ms,2898 kB/s
132.145.54.84,8443,true,LHR,Europe,London,247 ms,2846 kB/s
141.147.85.167,8443,true,LHR,Europe,London,243 ms,2831 kB/s
89.168.112.118,8443,true,FRA,Europe,Frankfurt,295 ms,2412 kB/s
89.168.68.57,8443,true,FRA,Europe,Frankfurt,307 ms,2400 kB/s
129.153.119.97,443,true,LAX,North America,Los Angeles,187 ms,2215 kB/s
143.47.243.144,8443,true,LHR,Europe,London,245 ms,2076 kB/s
130.61.107.238,8443,true,FRA,Europe,Frankfurt,296 ms,2073 kB/s
158.101.169.13,8443,true,FRA,Europe,Frankfurt,290 ms,2070 kB/s
141.148.242.113,8443,true,AMS,Europe,Amsterdam,275 ms,1980 kB/s
193.122.1.0,2053,true,FRA,Europe,Frankfurt,307 ms,1924 kB/s
158.178.153.80,2096,true,AMS,Europe,Amsterdam,287 ms,1903 kB/s
146.235.59.153,2053,true,GRU,South America,São Paulo,362 ms,1899 kB/s
150.230.20.156,2053,true,AMS,Europe,Amsterdam,252 ms,1839 kB/s
158.101.199.249,8443,true,AMS,Europe,Amsterdam,294 ms,1823 kB/s
89.168.43.31,2053,true,CDG,Europe,Paris,244 ms,1548 kB/s
143.47.243.144,2053,true,LHR,Europe,London,248 ms,1526 kB/s
132.145.54.84,2053,true,LHR,Europe,London,243 ms,1507 kB/s
141.147.61.116,8443,true,FRA,Europe,Frankfurt,347 ms,1439 kB/s
129.151.198.3,8443,true,ARN,Europe,Stockholm,256 ms,1404 kB/s
158.101.169.13,2053,true,FRA,Europe,Frankfurt,292 ms,1339 kB/s
89.168.43.31,8443,true,CDG,Europe,Paris,268 ms,1327 kB/s
129.151.198.3,2053,true,ARN,Europe,Stockholm,259 ms,1244 kB/s
158.178.206.197,2053,true,CDG,Europe,Paris,244 ms,1004 kB/s
141.144.198.113,2053,true,AMS,Europe,Amsterdam,296 ms,896 kB/s
193.122.1.0,8443,true,FRA,Europe,Frankfurt,313 ms,876 kB/s
158.179.207.182,8443,true,ARN,Europe,Stockholm,257 ms,854 kB/s
168.138.162.187,443,true,SIN,Asia Pacific,Singapore,259 ms,795 kB/s
89.168.112.118,2053,true,FRA,Europe,Frankfurt,297 ms,745 kB/s
158.180.49.11,2053,true,FRA,Europe,Frankfurt,312 ms,620 kB/s
89.168.112.118,2096,true,FRA,Europe,Frankfurt,294 ms,608 kB/s
141.144.198.113,8443,true,AMS,Europe,Amsterdam,289 ms,604 kB/s
141.147.61.116,2053,true,FRA,Europe,Frankfurt,349 ms,598 kB/s
158.179.207.182,2053,true,ARN,Europe,Stockholm,255 ms,576 kB/s
146.235.59.153,8443,true,GRU,South America,São Paulo,364 ms,534 kB/s
152.70.249.67,443,true,ICN,Asia Pacific,Seoul,90 ms,441 kB/s
89.168.68.57,2053,true,FRA,Europe,Frankfurt,293 ms,393 kB/s
168.138.141.235,2053,true,GRU,South America,São Paulo,365 ms,268 kB/s
158.180.49.11,8443,true,FRA,Europe,Frankfurt,322 ms,268 kB/s
132.226.163.224,8443,true,GRU,South America,São Paulo,356 ms,214 kB/s
140.238.86.228,443,true,LHR,Europe,London,247 ms,179 kB/s
144.24.161.142,8443,true,FRA,Europe,Frankfurt,302 ms,156 kB/s
158.178.206.197,8443,true,CDG,Europe,Paris,246 ms,134 kB/s
132.226.163.224,2053,true,GRU,South America,São Paulo,361 ms,60 kB/s
192.18.159.129,443,true,YYZ,North America,Toronto,229 ms,0 kB/s
141.147.190.128,443,true,NRT,Asia Pacific,Tokyo,140 ms,0 kB/s
140.238.33.161,443,true,NRT,Asia Pacific,Tokyo,123 ms,0 kB/s
