IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
13.209.166.73,80,false,ICN,Asia Pacific,Seoul,234 ms,49818 kB/s
3.68.31.54,80,false,FRA,Europe,Frankfurt,175 ms,8019 kB/s
3.66.115.225,80,false,FRA,Europe,Frankfurt,169 ms,7052 kB/s
3.141.95.66,80,false,CMH,North America,Columbus,242 ms,4556 kB/s
13.39.231.83,443,false,CDG,Europe,Paris,188 ms,3213 kB/s
3.111.137.178,80,false,BOM,Asia Pacific,Mumbai,290 ms,1816 kB/s
51.17.192.69,80,false,MRS,Europe,Marseille,227 ms,1548 kB/s
51.17.192.69,443,false,MXP,Europe,Milan,229 ms,338 kB/s
18.178.250.71,80,false,NRT,Asia Pacific,Tokyo,83 ms,166 kB/s
54.150.195.218,80,false,NRT,Asia Pacific,Tokyo,83 ms,125 kB/s
18.159.105.97,80,false,FRA,Europe,Frankfurt,175 ms,3 kB/s
18.156.209.101,80,false,FRA,Europe,Frankfurt,164 ms,3 kB/s
18.185.254.189,80,false,FRA,Europe,Frankfurt,178 ms,3 kB/s
204.110.223.75,80,false,CMH,North America,Columbus,236 ms,0 kB/s
204.110.223.86,80,false,CMH,North America,Columbus,245 ms,0 kB/s
35.167.93.200,443,false,SEA,North America,Seattle,219 ms,0 kB/s
204.110.221.28,80,false,YUL,North America,Montréal,248 ms,0 kB/s
204.110.221.144,80,false,YUL,North America,Montréal,260 ms,0 kB/s
204.110.221.40,80,false,YUL,North America,Montréal,250 ms,0 kB/s
204.110.220.189,80,false,SJC,North America,San Jose,176 ms,0 kB/s
204.110.221.83,80,false,YUL,North America,Montréal,246 ms,0 kB/s
3.101.110.90,80,false,SJC,North America,San Jose,176 ms,0 kB/s
204.110.221.77,80,false,YUL,North America,Montréal,285 ms,0 kB/s
