IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
13.209.166.73,80,false,ICN,Asia Pacific,Seoul,237 ms,72785 kB/s
18.159.105.97,80,false,FRA,Europe,Frankfurt,222 ms,9545 kB/s
3.66.115.225,80,false,FRA,Europe,Frankfurt,163 ms,8649 kB/s
52.53.226.228,80,false,SJC,North America,San Jose,179 ms,7969 kB/s
18.156.209.101,80,false,FRA,Europe,Frankfurt,172 ms,6791 kB/s
3.68.31.54,80,false,FRA,Europe,Frankfurt,168 ms,4777 kB/s
18.185.254.189,80,false,FRA,Europe,Frankfurt,169 ms,3318 kB/s
51.17.192.69,443,false,MXP,Europe,Milan,218 ms,3012 kB/s
51.17.192.69,80,false,MRS,Europe,Marseille,235 ms,1270 kB/s
3.6.136.68,80,false,BOM,Asia Pacific,Mumbai,286 ms,411 kB/s
18.178.250.71,80,false,NRT,Asia Pacific,Tokyo,83 ms,160 kB/s
54.150.195.218,80,false,NRT,Asia Pacific,Tokyo,84 ms,152 kB/s
204.110.221.69,80,false,SEA,North America,Seattle,227 ms,0 kB/s
204.110.221.36,80,false,SEA,North America,Seattle,220 ms,0 kB/s
204.110.221.35,80,false,SEA,North America,Seattle,224 ms,0 kB/s
204.110.221.251,80,false,SEA,North America,Seattle,230 ms,0 kB/s
204.110.221.78,80,false,SEA,North America,Seattle,204 ms,0 kB/s
204.110.221.77,80,false,SEA,North America,Seattle,197 ms,0 kB/s
35.167.93.200,443,false,SEA,North America,Seattle,222 ms,0 kB/s
204.110.220.79,80,false,SEA,North America,Seattle,228 ms,0 kB/s
204.110.221.121,80,false,SEA,North America,Seattle,204 ms,0 kB/s
204.110.221.170,80,false,SEA,North America,Seattle,195 ms,0 kB/s
3.101.110.90,80,false,SJC,North America,San Jose,178 ms,0 kB/s
