IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
13.209.166.73,80,false,ICN,Asia Pacific,Seoul,221 ms,81778 kB/s
18.159.105.97,80,false,FRA,Europe,Frankfurt,168 ms,8395 kB/s
52.53.226.228,80,false,SJC,North America,San Jose,174 ms,8003 kB/s
3.66.115.225,80,false,FRA,Europe,Frankfurt,171 ms,5972 kB/s
51.17.192.69,443,false,MRS,Europe,Marseille,233 ms,5472 kB/s
3.141.95.66,80,false,ORD,North America,Chicago,237 ms,4091 kB/s
18.185.254.189,80,false,FRA,Europe,Frankfurt,173 ms,4060 kB/s
3.68.31.54,80,false,FRA,Europe,Frankfurt,175 ms,4033 kB/s
18.156.209.101,80,false,FRA,Europe,Frankfurt,175 ms,3477 kB/s
51.17.192.69,80,false,MRS,Europe,Marseille,228 ms,2218 kB/s
3.111.137.178,80,false,BOM,Asia Pacific,Mumbai,296 ms,1442 kB/s
18.178.250.71,80,false,NRT,Asia Pacific,Tokyo,80 ms,155 kB/s
54.150.195.218,80,false,NRT,Asia Pacific,Tokyo,85 ms,152 kB/s
204.110.221.40,80,false,SEA,North America,Seattle,200 ms,0 kB/s
204.110.221.135,80,false,SEA,North America,Seattle,215 ms,0 kB/s
3.101.110.90,80,false,SJC,North America,San Jose,184 ms,0 kB/s
204.110.221.61,80,false,SEA,North America,Seattle,200 ms,0 kB/s
204.110.223.180,80,false,CMH,North America,Columbus,253 ms,0 kB/s
204.110.223.40,80,false,ORD,North America,Chicago,241 ms,0 kB/s
204.110.223.255,80,false,CMH,North America,Columbus,275 ms,0 kB/s
35.167.93.200,443,false,SEA,North America,Seattle,214 ms,0 kB/s
204.110.221.174,80,false,SEA,North America,Seattle,206 ms,0 kB/s
204.110.221.223,80,false,SEA,North America,Seattle,197 ms,0 kB/s
204.110.221.1,80,false,SEA,North America,Seattle,203 ms,0 kB/s
204.110.221.176,80,false,SEA,North America,Seattle,201 ms,0 kB/s
204.110.221.144,80,false,SEA,North America,Seattle,201 ms,0 kB/s
204.110.221.112,80,false,SEA,North America,Seattle,209 ms,0 kB/s
204.110.221.48,80,false,SEA,North America,Seattle,221 ms,0 kB/s
204.110.221.121,80,false,SEA,North America,Seattle,201 ms,0 kB/s
204.110.220.34,80,false,SEA,North America,Seattle,198 ms,0 kB/s
3.6.136.68,80,false,BOM,Asia Pacific,Mumbai,294 ms,0 kB/s
204.110.220.18,80,false,SEA,North America,Seattle,194 ms,0 kB/s
204.110.223.229,80,false,CMH,North America,Columbus,257 ms,0 kB/s
