IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
84.8.150.20,443,443,true,CDG,Europe,FR,Paris,325,8.66
130.162.188.14,443,443,true,FRA,Europe,DE,Frankfurt,353,8.65
89.168.108.60,443,443,true,FRA,Europe,DE,Frankfurt,281,8.65
130.162.35.125,443,443,true,FRA,Europe,DE,Frankfurt,407,8.64
150.230.125.82,443,443,true,FRA,Europe,DE,Frankfurt,387,8.64
68.233.127.163,8443,443,true,YUL,North America,CA,Montréal,324,8.63
141.147.59.20,443,443,true,FRA,Europe,DE,Frankfurt,268,8.59
141.147.116.54,443,443,true,FRA,Europe,DE,Frankfurt,253,8.57
158.101.217.149,443,443,true,FRA,Europe,DE,Frankfurt,237,8.50
141.147.111.215,443,443,true,FRA,Europe,DE,Frankfurt,335,8.47
138.2.130.64,443,443,true,FRA,Europe,DE,Frankfurt,223,8.46
143.47.228.180,443,443,true,FRA,Europe,DE,Frankfurt,364,8.45
141.147.4.53,443,443,true,CDG,Europe,FR,Paris,267,8.43
130.162.222.223,443,443,true,DUS,Europe,DE,Düsseldorf,377,8.43
132.226.128.117,443,443,true,FRA,Europe,DE,Frankfurt,237,8.42
152.70.167.140,443,443,true,CDG,Europe,FR,Paris,293,8.41
141.148.235.103,443,443,true,FRA,Europe,DE,Frankfurt,268,8.41
141.147.64.112,443,443,true,FRA,Europe,DE,Frankfurt,325,8.30
138.3.253.233,443,443,true,FRA,Europe,DE,Frankfurt,410,8.26
84.8.153.226,443,443,true,MUC,Europe,DE,Munich,303,8.23
141.148.247.254,443,443,true,FRA,Europe,DE,Frankfurt,349,8.22
79.76.101.160,443,443,true,FRA,Europe,DE,Frankfurt,257,8.12
141.147.87.45,443,443,true,FRA,Europe,DE,Frankfurt,303,8.10
79.76.101.123,443,443,true,FRA,Europe,DE,Frankfurt,220,8.09
150.230.22.226,443,443,true,FRA,Europe,DE,Frankfurt,428,8.06
84.8.145.12,443,443,true,FRA,Europe,DE,Frankfurt,239,8.05
141.147.21.180,443,443,true,FRA,Europe,DE,Frankfurt,188,8.02
141.147.88.237,443,443,true,CDG,Europe,FR,Paris,325,8.02
130.162.223.172,443,443,true,FRA,Europe,DE,Frankfurt,356,8.01
130.162.216.112,443,443,true,FRA,Europe,DE,Frankfurt,411,7.95
158.101.201.123,443,443,true,FRA,Europe,DE,Frankfurt,195,7.95
143.47.249.250,443,443,true,FRA,Europe,DE,Frankfurt,224,7.94
164.152.26.70,2052,443,true,ORD,North America,US,Chicago,211,7.93
130.162.182.95,443,443,true,FRA,Europe,DE,Frankfurt,438,7.92
84.8.144.136,443,443,true,FRA,Europe,DE,Frankfurt,296,7.89
130.162.222.133,443,443,true,FRA,Europe,DE,Frankfurt,418,7.85
140.84.179.114,443,443,true,DFW,North America,US,Dallas,370,7.85
141.147.78.218,443,443,true,FRA,Europe,DE,Frankfurt,264,7.83
152.67.139.232,443,443,true,FRA,Europe,DE,Frankfurt,339,7.82
141.147.65.233,443,443,true,FRA,Europe,DE,Frankfurt,306,7.81
132.226.213.159,443,443,true,FRA,Europe,DE,Frankfurt,228,7.80
138.3.252.24,443,443,true,FRA,Europe,DE,Frankfurt,466,7.79
152.70.53.101,443,443,true,FRA,Europe,DE,Frankfurt,303,7.78
130.162.168.184,443,443,true,FRA,Europe,DE,Frankfurt,452,7.77
79.72.67.174,443,443,true,FRA,Europe,DE,Frankfurt,218,7.76
141.147.103.166,443,443,true,FRA,Europe,DE,Frankfurt,305,7.76
141.148.241.210,443,443,true,FRA,Europe,DE,Frankfurt,303,7.75
89.168.85.88,443,443,true,FRA,Europe,DE,Frankfurt,393,7.74
130.162.251.133,443,443,true,CDG,Europe,FR,Paris,419,7.72
138.2.180.210,443,443,true,FRA,Europe,DE,Frankfurt,269,7.64
