IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
13.209.166.73,80,false,ICN,Asia Pacific,Seoul,232 ms,86873 kB/s
18.185.254.189,80,false,FRA,Europe,Frankfurt,161 ms,8512 kB/s
51.17.192.69,443,false,MXP,Europe,Milan,218 ms,5282 kB/s
18.156.209.101,80,false,FRA,Europe,Frankfurt,170 ms,3712 kB/s
3.68.31.54,80,false,FRA,Europe,Frankfurt,156 ms,2303 kB/s
51.17.192.69,80,false,MXP,Europe,Milan,240 ms,1505 kB/s
3.111.137.178,80,false,BOM,Asia Pacific,Mumbai,296 ms,1280 kB/s
3.66.115.225,80,false,FRA,Europe,Frankfurt,169 ms,1032 kB/s
52.53.226.228,80,false,SJC,North America,San Jose,170 ms,937 kB/s
18.178.250.71,80,false,NRT,Asia Pacific,Tokyo,81 ms,172 kB/s
54.150.195.218,80,false,NRT,Asia Pacific,Tokyo,88 ms,150 kB/s
18.159.105.97,80,false,FRA,Europe,Frankfurt,163 ms,0 kB/s
204.110.221.35,80,false,SEA,North America,Seattle,225 ms,0 kB/s
204.110.223.83,80,false,CMH,North America,Columbus,226 ms,0 kB/s
35.167.93.200,443,false,SEA,North America,Seattle,217 ms,0 kB/s
3.101.110.90,80,false,SJC,North America,San Jose,185 ms,0 kB/s
204.110.221.174,80,false,SEA,North America,Seattle,197 ms,0 kB/s
3.141.95.66,80,false,CMH,North America,Columbus,227 ms,0 kB/s
204.110.221.170,80,false,SEA,North America,Seattle,200 ms,0 kB/s
204.110.221.36,80,false,SEA,North America,Seattle,232 ms,0 kB/s
204.110.221.77,80,false,SEA,North America,Seattle,202 ms,0 kB/s
204.110.223.229,80,false,CMH,North America,Columbus,234 ms,0 kB/s
204.110.221.61,80,false,SEA,North America,Seattle,197 ms,0 kB/s
204.110.221.112,80,false,SEA,North America,Seattle,199 ms,0 kB/s
204.110.221.192,80,false,SEA,North America,Seattle,199 ms,0 kB/s
