IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
13.209.166.73,80,false,ICN,Asia Pacific,Seoul,238 ms,89978 kB/s
3.68.31.54,80,false,FRA,Europe,Frankfurt,164 ms,10935 kB/s
3.66.115.225,80,false,FRA,Europe,Frankfurt,152 ms,10002 kB/s
18.156.209.101,80,false,FRA,Europe,Frankfurt,168 ms,8572 kB/s
13.39.231.83,443,false,CDG,Europe,Paris,187 ms,7819 kB/s
18.185.254.189,80,false,FRA,Europe,Frankfurt,222 ms,7269 kB/s
18.159.105.97,80,false,FRA,Europe,Frankfurt,154 ms,5872 kB/s
3.111.137.178,80,false,BOM,Asia Pacific,Mumbai,295 ms,1942 kB/s
51.17.192.69,443,false,MXP,Europe,Milan,224 ms,1922 kB/s
3.141.95.66,80,false,CMH,North America,Columbus,226 ms,1375 kB/s
3.6.136.68,80,false,BOM,Asia Pacific,Mumbai,306 ms,1354 kB/s
52.53.226.228,80,false,SJC,North America,San Jose,177 ms,914 kB/s
51.17.192.69,80,false,MRS,Europe,Marseille,200 ms,692 kB/s
54.150.195.218,80,false,NRT,Asia Pacific,Tokyo,84 ms,163 kB/s
18.178.250.71,80,false,NRT,Asia Pacific,Tokyo,89 ms,156 kB/s
204.110.223.167,80,false,CMH,North America,Columbus,243 ms,0 kB/s
204.110.223.219,80,false,CMH,North America,Columbus,241 ms,0 kB/s
204.110.220.79,80,false,SEA,North America,Seattle,223 ms,0 kB/s
35.167.93.200,443,false,SEA,North America,Seattle,221 ms,0 kB/s
204.110.221.83,80,false,SEA,North America,Seattle,203 ms,0 kB/s
204.110.221.36,80,false,SEA,North America,Seattle,218 ms,0 kB/s
3.101.110.90,80,false,SJC,North America,San Jose,183 ms,0 kB/s
204.110.223.229,443,false,CMH,North America,Columbus,238 ms,0 kB/s
204.110.220.169,80,false,SEA,North America,Seattle,206 ms,0 kB/s
204.110.223.229,80,false,CMH,North America,Columbus,239 ms,0 kB/s
