IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
158.101.221.158,443,true,FRA,Europe,Frankfurt,255 ms,4956 kB/s
40.233.70.7,8443,true,YYZ,North America,Toronto,236 ms,4613 kB/s
193.122.11.243,443,true,FRA,Europe,Frankfurt,241 ms,4443 kB/s
89.168.43.31,8443,true,CDG,Europe,Paris,240 ms,4191 kB/s
141.147.85.167,8443,true,LHR,Europe,London,249 ms,3903 kB/s
132.145.54.84,8443,true,LHR,Europe,London,243 ms,3661 kB/s
143.47.243.144,8443,true,LHR,Europe,London,247 ms,3439 kB/s
141.148.242.113,8443,true,AMS,Europe,Amsterdam,320 ms,3282 kB/s
158.101.199.249,8443,true,AMS,Europe,Amsterdam,296 ms,3269 kB/s
158.179.207.182,8443,true,ARN,Europe,Stockholm,258 ms,2777 kB/s
130.61.107.238,8443,true,FRA,Europe,Frankfurt,303 ms,2752 kB/s
140.238.158.238,443,true,YYZ,North America,Toronto,237 ms,2741 kB/s
158.180.49.11,2053,true,FRA,Europe,Frankfurt,316 ms,2652 kB/s
132.145.54.84,2053,true,LHR,Europe,London,262 ms,2642 kB/s
143.47.243.144,2053,true,LHR,Europe,London,243 ms,2469 kB/s
89.168.83.143,8443,true,FRA,Europe,Frankfurt,295 ms,2337 kB/s
158.178.153.80,2096,true,AMS,Europe,Amsterdam,308 ms,2303 kB/s
158.178.206.197,8443,true,CDG,Europe,Paris,245 ms,2178 kB/s
89.168.68.57,8443,true,FRA,Europe,Frankfurt,324 ms,1839 kB/s
89.168.43.31,2053,true,CDG,Europe,Paris,240 ms,1734 kB/s
89.168.68.57,2053,true,FRA,Europe,Frankfurt,313 ms,1725 kB/s
141.144.198.113,8443,true,AMS,Europe,Amsterdam,255 ms,1680 kB/s
89.168.112.118,8443,true,FRA,Europe,Frankfurt,290 ms,1662 kB/s
158.101.169.13,8443,true,FRA,Europe,Frankfurt,305 ms,1606 kB/s
158.178.206.197,2053,true,CDG,Europe,Paris,249 ms,1587 kB/s
168.138.141.235,2053,true,GRU,South America,São Paulo,365 ms,1536 kB/s
141.147.61.116,2053,true,FRA,Europe,Frankfurt,329 ms,1516 kB/s
158.179.207.182,2053,true,ARN,Europe,Stockholm,255 ms,1446 kB/s
129.151.198.3,2053,true,ARN,Europe,Stockholm,252 ms,1098 kB/s
158.101.169.13,2053,true,FRA,Europe,Frankfurt,297 ms,726 kB/s
144.24.200.164,443,true,MRS,Europe,Marseille,279 ms,706 kB/s
168.138.184.172,443,true,HKG,Asia Pacific,Hong Kong,344 ms,697 kB/s
146.235.59.153,8443,true,GRU,South America,São Paulo,367 ms,560 kB/s
132.226.163.224,8443,true,GRU,South America,São Paulo,374 ms,457 kB/s
141.144.198.113,2053,true,AMS,Europe,Amsterdam,249 ms,454 kB/s
141.147.190.128,443,true,NRT,Asia Pacific,Tokyo,134 ms,288 kB/s
141.147.61.116,8443,true,FRA,Europe,Frankfurt,330 ms,217 kB/s
146.235.59.153,2053,true,GRU,South America,São Paulo,370 ms,169 kB/s
158.180.49.11,8443,true,FRA,Europe,Frankfurt,310 ms,141 kB/s
132.226.163.224,2053,true,GRU,South America,São Paulo,375 ms,99 kB/s
164.152.26.70,2052,true,ORD,North America,Chicago,261 ms,0 kB/s
140.238.88.47,443,true,LHR,Europe,London,239 ms,0 kB/s
168.138.215.251,443,true,NRT,Asia Pacific,Tokyo,138 ms,0 kB/s
158.101.71.60,443,true,NRT,Asia Pacific,Tokyo,144 ms,0 kB/s
