IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
13.53.54.176,8080,true,ARN,Europe,Stockholm,204 ms,7846 kB/s
13.53.51.77,8080,true,ARN,Europe,Stockholm,202 ms,7077 kB/s
3.101.110.90,80,true,SJC,North America,San Jose,220 ms,6460 kB/s
204.110.220.87,80,true,SEA,North America,Seattle,202 ms,6127 kB/s
204.110.221.138,80,true,SEA,North America,Seattle,222 ms,5927 kB/s
13.53.81.150,2083,true,ARN,Europe,Stockholm,193 ms,5910 kB/s
204.110.221.61,80,true,SEA,North America,Seattle,219 ms,5614 kB/s
13.49.166.245,443,true,ARN,Europe,Stockholm,179 ms,5513 kB/s
204.110.221.40,80,true,SEA,North America,Seattle,195 ms,5130 kB/s
15.156.203.151,8443,true,YUL,North America,Montréal,268 ms,4939 kB/s
13.41.76.64,8080,true,LHR,Europe,London,196 ms,4586 kB/s
13.40.128.14,8443,true,LHR,Europe,London,183 ms,4528 kB/s
204.110.221.115,80,true,SEA,North America,Seattle,197 ms,4454 kB/s
13.50.173.22,8443,true,ARN,Europe,Stockholm,198 ms,4287 kB/s
204.110.221.231,80,true,SEA,North America,Seattle,227 ms,4240 kB/s
35.167.93.200,443,true,SEA,North America,Seattle,212 ms,3815 kB/s
204.110.221.36,80,true,SEA,North America,Seattle,202 ms,3737 kB/s
13.53.132.96,8080,true,ARN,Europe,Stockholm,193 ms,3133 kB/s
204.110.223.40,80,true,ORD,North America,Chicago,253 ms,2405 kB/s
3.99.106.179,443,true,YUL,North America,Montréal,253 ms,1585 kB/s
204.110.221.69,80,true,SEA,North America,Seattle,203 ms,947 kB/s
204.110.221.48,80,true,SEA,North America,Seattle,201 ms,262 kB/s
15.157.7.168,443,true,YUL,North America,Montréal,276 ms,160 kB/s
18.135.188.86,443,true,LHR,Europe,London,189 ms,92 kB/s
3.98.73.243,443,true,YUL,North America,Montréal,276 ms,83 kB/s
18.189.94.250,443,true,ORD,North America,Chicago,261 ms,77 kB/s
3.111.155.29,443,true,BOM,Asia Pacific,Mumbai,303 ms,54 kB/s
99.83.209.185,443,true,IAD,North America,Ashburn,104 ms,37 kB/s
50.112.166.63,443,true,SEA,North America,Seattle,216 ms,6 kB/s
44.227.22.10,443,true,SEA,North America,Seattle,227 ms,5 kB/s
