IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
79.76.110.227,443,443,true,FRA,Europe,Frankfurt,290,6.73
141.147.84.253,443,443,true,FRA,Europe,Frankfurt,196,6.73
138.2.143.38,443,443,true,FRA,Europe,Frankfurt,281,6.73
89.168.89.92,443,443,true,FRA,Europe,Frankfurt,289,6.72
158.101.209.234,443,443,true,FRA,Europe,Frankfurt,283,6.71
84.235.168.203,443,443,true,FRA,Europe,Frankfurt,171,6.71
152.70.54.79,443,443,true,FRA,Europe,Frankfurt,358,6.71
138.2.143.187,443,443,true,FRA,Europe,Frankfurt,335,6.70
144.21.43.160,443,443,true,FRA,Europe,Frankfurt,191,6.70
89.168.76.54,443,443,true,FRA,Europe,Frankfurt,272,6.70
84.235.166.236,443,443,true,FRA,Europe,Frankfurt,276,6.70
144.21.33.169,443,443,true,FRA,Europe,Frankfurt,189,6.69
130.162.185.54,443,443,true,FRA,Europe,Frankfurt,356,6.69
141.148.237.42,443,443,true,FRA,Europe,Frankfurt,255,6.68
150.230.120.183,443,443,true,FRA,Europe,Frankfurt,238,6.68
158.180.28.138,443,443,true,FRA,Europe,Frankfurt,290,6.67
158.101.192.242,443,443,true,FRA,Europe,Frankfurt,412,6.67
130.162.165.169,443,443,true,FRA,Europe,Frankfurt,251,6.66
158.101.215.33,443,443,true,FRA,Europe,Frankfurt,298,6.66
84.235.162.38,443,443,true,FRA,Europe,Frankfurt,351,6.65
141.144.252.178,443,443,true,FRA,Europe,Frankfurt,303,6.65
144.21.58.70,443,443,true,FRA,Europe,Frankfurt,355,6.65
79.76.122.203,443,443,true,FRA,Europe,Frankfurt,202,6.65
79.72.81.219,443,443,true,FRA,Europe,Frankfurt,196,6.65
130.162.213.1,443,443,true,FRA,Europe,Frankfurt,243,6.63
79.72.68.138,443,443,true,FRA,Europe,Frankfurt,248,6.63
152.70.173.194,443,443,true,FRA,Europe,Frankfurt,220,6.63
141.147.80.190,443,443,true,FRA,Europe,Frankfurt,392,6.63
158.178.149.216,443,443,true,FRA,Europe,Frankfurt,349,6.63
141.147.104.124,443,443,true,FRA,Europe,Frankfurt,394,6.60
193.122.8.176,443,443,true,FRA,Europe,Frankfurt,383,6.60
158.180.63.33,443,443,true,FRA,Europe,Frankfurt,314,6.60
84.8.149.51,443,443,true,FRA,Europe,Frankfurt,368,6.60
143.47.227.239,443,443,true,FRA,Europe,Frankfurt,245,6.58
141.147.68.176,443,443,true,FRA,Europe,Frankfurt,397,6.58
130.162.164.249,443,443,true,FRA,Europe,Frankfurt,277,6.57
79.72.86.108,443,443,true,FRA,Europe,Frankfurt,261,6.57
84.235.165.238,443,443,true,FRA,Europe,Frankfurt,214,6.56
130.162.177.52,443,443,true,FRA,Europe,Frankfurt,184,6.55
132.145.237.0,443,443,true,FRA,Europe,Frankfurt,308,6.55
141.148.240.1,443,443,true,FRA,Europe,Frankfurt,328,6.51
140.84.179.114,443,443,true,DFW,North America,Dallas,359,6.50
79.72.86.222,443,443,true,FRA,Europe,Frankfurt,202,6.48
89.168.116.63,443,443,true,FRA,Europe,Frankfurt,370,6.47
141.147.98.109,443,443,true,FRA,Europe,Frankfurt,307,6.47
141.147.72.44,443,443,true,FRA,Europe,Frankfurt,406,6.46
130.162.184.242,443,443,true,FRA,Europe,Frankfurt,312,6.46
158.179.207.182,8443,443,true,ARN,Europe,Stockholm,317,6.45
158.179.207.182,2053,443,true,ARN,Europe,Stockholm,302,6.44
150.230.149.208,443,443,true,FRA,Europe,Frankfurt,307,6.42
164.152.26.70,2086,443,true,ORD,North America,Chicago,223,6.42
89.168.86.44,443,443,true,FRA,Europe,Frankfurt,369,6.40
130.61.204.3,443,443,true,FRA,Europe,Frankfurt,270,6.39
152.70.171.147,443,443,true,FRA,Europe,Frankfurt,177,6.38
158.180.28.227,443,443,true,FRA,Europe,Frankfurt,237,6.36
152.67.151.30,443,443,true,FRA,Europe,Frankfurt,341,6.33
89.168.122.44,443,443,true,FRA,Europe,Frankfurt,388,6.32
158.178.153.80,2096,443,true,AMS,Europe,Amsterdam,437,6.31
141.147.94.168,443,443,true,FRA,Europe,Frankfurt,365,6.31
84.8.154.242,443,443,true,FRA,Europe,Frankfurt,316,6.29
144.21.39.1,443,443,true,FRA,Europe,Frankfurt,386,6.29
141.147.87.227,443,443,true,FRA,Europe,Frankfurt,419,6.27
130.162.178.242,443,443,true,FRA,Europe,Frankfurt,254,6.24
130.61.107.238,8443,443,true,FRA,Europe,Frankfurt,232,6.24
141.147.95.226,443,443,true,FRA,Europe,Frankfurt,369,6.22
168.138.165.174,443,443,true,SIN,Asia Pacific,Singapore,193,6.22
158.180.21.89,443,443,true,FRA,Europe,Frankfurt,323,6.17
130.162.33.75,443,443,true,FRA,Europe,Frankfurt,259,6.15
138.2.139.4,443,443,true,FRA,Europe,Frankfurt,478,6.13
141.147.92.143,8443,443,true,LHR,Europe,London,435,6.08
158.101.203.192,443,443,true,FRA,Europe,Frankfurt,344,5.99
129.151.204.91,443,443,true,ARN,Europe,Stockholm,428,5.97
158.101.214.107,443,443,true,FRA,Europe,Frankfurt,247,5.96
68.233.127.163,8443,443,true,YUL,North America,Montréal,325,5.88
141.148.246.236,443,443,true,FRA,Europe,Frankfurt,444,5.87
141.144.201.51,443,443,true,FRA,Europe,Frankfurt,293,5.86
143.47.186.247,443,443,true,FRA,Europe,Frankfurt,263,5.84
143.47.237.41,443,443,true,FRA,Europe,Frankfurt,427,5.83
143.47.181.51,443,443,true,FRA,Europe,Frankfurt,404,5.80
143.47.234.178,443,443,true,FRA,Europe,Frankfurt,234,5.79
130.162.186.138,443,443,true,FRA,Europe,Frankfurt,281,5.79
129.159.241.172,443,443,true,FRA,Europe,Frankfurt,492,5.78
141.144.252.194,443,443,true,FRA,Europe,Frankfurt,248,5.76
155.248.184.2,443,443,true,NRT,Asia Pacific,Tokyo,265,5.74
130.162.168.129,443,443,true,FRA,Europe,Frankfurt,317,5.71
143.47.180.61,443,443,true,FRA,Europe,Frankfurt,452,5.68
64.110.104.30,443,443,true,KIX,Asia Pacific,Osaka,182,5.68
132.145.54.84,8443,443,true,LHR,Europe,London,295,5.59
168.138.212.196,2096,2096,true,NRT,Asia Pacific,Tokyo,324,5.56
141.147.92.28,443,443,true,FRA,Europe,Frankfurt,279,5.52
143.47.252.107,443,443,true,FRA,Europe,Frankfurt,270,5.50
129.154.46.115,443,443,true,HYD,Asia Pacific,Hyderabad,306,5.48
146.56.46.84,443,443,true,ICN,Asia Pacific,Seoul,324,5.45
141.147.82.166,443,443,true,FRA,Europe,Frankfurt,391,5.44
132.145.152.194,443,443,true,IAD,North America,Ashburn,319,5.44
141.147.118.121,443,443,true,FRA,Europe,Frankfurt,407,5.42
143.47.176.129,443,443,true,FRA,Europe,Frankfurt,391,5.40
150.230.7.216,443,443,true,KIX,Asia Pacific,Osaka,310,5.40
143.47.188.197,443,443,true,FRA,Europe,Frankfurt,405,5.38
217.142.128.169,443,443,true,ICN,Asia Pacific,Seoul,247,5.38
192.9.180.162,443,443,true,SYD,Oceania,Sydney,122,5.37
143.47.178.68,443,443,true,FRA,Europe,Frankfurt,219,5.36
217.142.149.74,2053,443,true,ICN,Asia Pacific,Seoul,310,5.35
217.142.243.226,443,443,true,KIX,Asia Pacific,Osaka,197,5.34
129.159.22.4,443,443,true,MAA,Asia Pacific,Chennai,216,5.33
141.147.78.113,443,443,true,FRA,Europe,Frankfurt,398,5.33
