IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
40.233.70.7,8443,true,YYZ,North America,Toronto,237 ms,5652 kB/s
193.123.81.105,443,true,CDG,Europe,Paris,190 ms,4800 kB/s
129.146.46.164,443,true,LAX,North America,Los Angeles,285 ms,4677 kB/s
132.226.31.178,443,true,LAX,North America,Los Angeles,248 ms,3835 kB/s
158.179.207.182,2053,true,ARN,Europe,Stockholm,262 ms,3717 kB/s
141.148.242.113,8443,true,AMS,Europe,Amsterdam,292 ms,3486 kB/s
129.146.168.102,443,true,LAX,North America,Los Angeles,253 ms,3170 kB/s
158.179.207.182,8443,true,ARN,Europe,Stockholm,260 ms,2937 kB/s
130.61.23.77,443,true,FRA,Europe,Frankfurt,268 ms,2930 kB/s
89.168.43.31,2053,true,CDG,Europe,Paris,255 ms,2749 kB/s
141.147.61.116,2053,true,FRA,Europe,Frankfurt,353 ms,2501 kB/s
140.238.158.238,443,true,YYZ,North America,Toronto,248 ms,2422 kB/s
129.151.198.3,2053,true,ARN,Europe,Stockholm,268 ms,2146 kB/s
158.178.153.80,2096,true,AMS,Europe,Amsterdam,246 ms,2053 kB/s
129.151.198.3,8443,true,ARN,Europe,Stockholm,254 ms,1870 kB/s
141.144.198.113,8443,true,AMS,Europe,Amsterdam,286 ms,1749 kB/s
141.145.205.115,8443,true,CDG,Europe,Paris,266 ms,1647 kB/s
141.144.198.113,2053,true,AMS,Europe,Amsterdam,309 ms,1542 kB/s
150.230.20.156,8443,true,AMS,Europe,Amsterdam,284 ms,1508 kB/s
140.238.158.238,8080,true,YYZ,North America,Toronto,253 ms,1249 kB/s
89.168.83.143,8443,true,FRA,Europe,Frankfurt,289 ms,963 kB/s
140.238.33.161,443,true,NRT,Asia Pacific,Tokyo,143 ms,768 kB/s
158.101.199.249,8443,true,AMS,Europe,Amsterdam,285 ms,588 kB/s
141.147.61.116,8443,true,FRA,Europe,Frankfurt,346 ms,316 kB/s
192.9.180.162,443,true,SYD,Oceania,Sydney,335 ms,64 kB/s
150.230.20.156,2053,true,AMS,Europe,Amsterdam,295 ms,6 kB/s
129.159.84.71,443,true,IAD,North America,Ashburn,259 ms,0 kB/s
64.110.104.30,443,true,KIX,Asia Pacific,Osaka,189 ms,0 kB/s
143.47.243.144,8443,true,LHR,Europe,London,239 ms,0 kB/s
143.47.243.144,2053,true,LHR,Europe,London,239 ms,0 kB/s
168.138.46.67,443,true,KIX,Asia Pacific,Osaka,190 ms,0 kB/s
129.151.148.35,443,true,DXB,Middle East,Dubai,185 ms,0 kB/s
132.145.54.84,8443,true,LHR,Europe,London,239 ms,0 kB/s
132.145.54.84,2053,true,LHR,Europe,London,239 ms,0 kB/s
217.142.243.226,443,true,KIX,Asia Pacific,Osaka,214 ms,0 kB/s
146.235.59.153,8443,true,GRU,South America,São Paulo,361 ms,0 kB/s
146.235.59.153,2053,true,GRU,South America,São Paulo,362 ms,0 kB/s
132.226.163.224,8443,true,GRU,South America,São Paulo,381 ms,0 kB/s
168.138.141.235,2053,true,GRU,South America,São Paulo,357 ms,0 kB/s
144.22.252.124,443,true,GRU,South America,São Paulo,356 ms,0 kB/s
64.181.240.173,443,true,SJC,North America,San Jose,175 ms,0 kB/s
150.230.34.116,443,true,SJC,North America,San Jose,186 ms,0 kB/s
89.168.68.57,2053,true,FRA,Europe,Frankfurt,287 ms,0 kB/s
84.235.169.234,443,true,AMS,Europe,Amsterdam,284 ms,0 kB/s
168.138.215.251,443,true,NRT,Asia Pacific,Tokyo,146 ms,0 kB/s
164.152.26.70,2086,true,ORD,North America,Chicago,252 ms,0 kB/s
193.123.235.59,443,true,ICN,Asia Pacific,Seoul,165 ms,0 kB/s
164.152.26.70,2052,true,ORD,North America,Chicago,255 ms,0 kB/s
