IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
13.209.166.73,80,false,ICN,Asia Pacific,Seoul,247 ms,29468 kB/s
3.66.115.225,80,false,FRA,Europe,Frankfurt,167 ms,11488 kB/s
3.68.31.54,80,false,FRA,Europe,Frankfurt,171 ms,10449 kB/s
13.39.231.83,443,false,CDG,Europe,Paris,186 ms,8434 kB/s
18.159.105.97,80,false,FRA,Europe,Frankfurt,169 ms,8183 kB/s
18.185.254.189,80,false,FRA,Europe,Frankfurt,162 ms,7998 kB/s
18.156.209.101,80,false,FRA,Europe,Frankfurt,175 ms,3540 kB/s
3.6.136.68,80,false,BOM,Asia Pacific,Mumbai,299 ms,1956 kB/s
51.17.192.69,80,false,MXP,Europe,Milan,237 ms,690 kB/s
52.53.226.228,80,false,SJC,North America,San Jose,198 ms,592 kB/s
51.17.192.69,443,false,MXP,Europe,Milan,224 ms,289 kB/s
18.178.250.71,80,false,NRT,Asia Pacific,Tokyo,81 ms,165 kB/s
54.150.195.218,80,false,NRT,Asia Pacific,Tokyo,83 ms,158 kB/s
3.101.110.90,80,false,SJC,North America,San Jose,191 ms,0 kB/s
204.110.223.255,80,false,CMH,North America,Columbus,233 ms,0 kB/s
3.111.137.178,80,false,BOM,Asia Pacific,Mumbai,307 ms,0 kB/s
204.110.220.49,80,false,SEA,North America,Seattle,226 ms,0 kB/s
204.110.221.176,80,false,SEA,North America,Seattle,204 ms,0 kB/s
35.167.93.200,443,false,SEA,North America,Seattle,205 ms,0 kB/s
3.141.95.66,80,false,CMH,North America,Columbus,259 ms,0 kB/s
204.110.220.169,80,false,SEA,North America,Seattle,202 ms,0 kB/s
204.110.223.219,80,false,CMH,North America,Columbus,235 ms,0 kB/s
