IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
13.209.166.73,80,false,ICN,Asia Pacific,Seoul,225 ms,76947 kB/s
3.68.31.54,80,false,FRA,Europe,Frankfurt,171 ms,11570 kB/s
18.185.254.189,80,false,FRA,Europe,Frankfurt,174 ms,10419 kB/s
18.156.209.101,80,false,FRA,Europe,Frankfurt,176 ms,9555 kB/s
52.53.226.228,80,false,SJC,North America,San Jose,177 ms,5357 kB/s
51.17.192.69,443,false,MXP,Europe,Milan,234 ms,5268 kB/s
51.17.192.69,80,false,MRS,Europe,Marseille,243 ms,4610 kB/s
18.159.105.97,80,false,FRA,Europe,Frankfurt,165 ms,3196 kB/s
3.6.136.68,80,false,BOM,Asia Pacific,Mumbai,305 ms,2736 kB/s
3.66.115.225,80,false,FRA,Europe,Frankfurt,168 ms,1243 kB/s
3.141.95.66,80,false,ORD,North America,Chicago,239 ms,246 kB/s
18.178.250.71,80,false,NRT,Asia Pacific,Tokyo,83 ms,157 kB/s
54.150.195.218,80,false,NRT,Asia Pacific,Tokyo,80 ms,152 kB/s
204.110.220.94,80,false,SEA,North America,Seattle,204 ms,0 kB/s
204.110.221.144,80,false,SEA,North America,Seattle,206 ms,0 kB/s
3.111.137.178,80,false,BOM,Asia Pacific,Mumbai,305 ms,0 kB/s
35.167.93.200,443,false,SEA,North America,Seattle,220 ms,0 kB/s
204.110.220.189,80,false,SEA,North America,Seattle,201 ms,0 kB/s
204.110.223.229,80,false,CMH,North America,Columbus,236 ms,0 kB/s
3.101.110.90,80,false,SJC,North America,San Jose,177 ms,0 kB/s
204.110.220.87,80,false,SEA,North America,Seattle,230 ms,0 kB/s
204.110.221.28,80,false,SEA,North America,Seattle,222 ms,0 kB/s
