IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.88.33.107,443,443,true,FRA,Europe,Frankfurt,407,6.20
34.88.33.107,443,443,true,FRA,Europe,Frankfurt,389,6.14
34.88.33.107,443,443,true,FRA,Europe,Frankfurt,356,6.06
35.226.250.3,2053,443,true,ORD,North America,Chicago,408,5.79
34.105.189.25,443,443,true,LHR,Europe,London,276,5.31
34.105.140.105,443,443,true,LHR,Europe,London,256,4.97
34.105.189.25,443,443,true,LHR,Europe,London,309,4.77
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,333,2.45
35.226.250.3,8443,443,true,ORD,North America,Chicago,390,2.12
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,395,1.57
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,335,1.40
34.90.238.89,443,443,true,AMS,Europe,Amsterdam,365,0.38
34.142.133.116,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
35.198.253.245,443,80,false,SIN,Asia Pacific,Singapore,24,0.00
35.198.253.245,80,80,false,SIN,Asia Pacific,Singapore,27,0.00
34.87.149.79,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
34.126.100.159,80,80,false,SIN,Asia Pacific,Singapore,53,0.00
34.142.133.116,443,80,false,SIN,Asia Pacific,Singapore,57,0.00
34.49.1.210,80,80,false,SIN,Asia Pacific,Singapore,63,0.00
34.87.149.79,443,80,false,SIN,Asia Pacific,Singapore,69,0.00
34.87.149.79,443,80,false,SIN,Asia Pacific,Singapore,77,0.00
34.87.149.79,443,80,false,SIN,Asia Pacific,Singapore,87,0.00
34.126.100.159,80,80,false,SIN,Asia Pacific,Singapore,105,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,106,0.00
34.87.149.79,80,80,false,SIN,Asia Pacific,Singapore,115,0.00
34.87.149.79,80,80,false,SIN,Asia Pacific,Singapore,115,0.00
34.126.100.159,443,80,false,SIN,Asia Pacific,Singapore,120,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,123,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,125,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,Mumbai,131,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,Mumbai,134,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,Singapore,154,0.00
