IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
3.112.21.102,443,true,NRT,Asia Pacific,Tokyo,89 ms,18612 kB/s
13.229.159.215,443,true,SIN,Asia Pacific,Singapore,113 ms,14782 kB/s
99.83.209.185,443,true,IAD,North America,Ashburn,104 ms,9421 kB/s
13.53.81.150,2083,true,ARN,Europe,Stockholm,190 ms,7687 kB/s
13.50.173.22,8443,true,ARN,Europe,Stockholm,186 ms,7559 kB/s
13.53.51.77,8080,true,HEL,Europe,Helsinki,198 ms,7290 kB/s
35.167.93.200,443,true,SEA,North America,Seattle,214 ms,6422 kB/s
13.53.54.176,8080,true,ARN,Europe,Stockholm,196 ms,6227 kB/s
13.49.166.245,443,true,ARN,Europe,Stockholm,179 ms,6113 kB/s
13.53.132.96,8080,true,ARN,Europe,Stockholm,245 ms,5761 kB/s
3.111.155.29,443,true,BOM,Asia Pacific,Mumbai,287 ms,2533 kB/s
13.41.76.64,8080,true,LHR,Europe,London,195 ms,1946 kB/s
43.206.192.211,443,true,NRT,Asia Pacific,Tokyo,86 ms,788 kB/s
13.233.5.49,443,true,BOM,Asia Pacific,Mumbai,295 ms,716 kB/s
13.41.203.20,8080,true,LHR,Europe,London,187 ms,236 kB/s
3.99.106.179,443,true,YUL,North America,Montréal,247 ms,131 kB/s
18.135.67.188,443,true,LHR,Europe,London,191 ms,102 kB/s
50.112.166.63,443,true,SEA,North America,Seattle,221 ms,93 kB/s
18.135.188.86,443,true,LHR,Europe,London,193 ms,86 kB/s
44.226.147.29,443,true,SEA,North America,Seattle,222 ms,86 kB/s
44.227.22.10,443,true,SEA,North America,Seattle,229 ms,83 kB/s
3.7.108.69,443,true,BOM,Asia Pacific,Mumbai,305 ms,80 kB/s
18.189.94.250,443,true,CMH,North America,Columbus,253 ms,80 kB/s
3.98.73.243,443,true,YUL,North America,Montréal,263 ms,73 kB/s
15.157.7.168,443,true,YUL,North America,Montréal,252 ms,64 kB/s
3.101.110.90,80,true,SJC,North America,San Jose,183 ms,0 kB/s
204.110.220.196,80,true,SJC,North America,San Jose,196 ms,0 kB/s
204.110.220.230,80,true,SJC,North America,San Jose,180 ms,0 kB/s
204.110.220.94,80,true,SJC,North America,San Jose,199 ms,0 kB/s
13.40.128.14,8443,true,LHR,Europe,London,191 ms,0 kB/s
