IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
20.215.200.208,2053,443,true,TXL,Europe,Berlin,236,11.96
20.215.241.164,8443,443,true,TXL,Europe,Berlin,459,11.85
20.91.225.232,2053,443,true,ARN,Europe,Stockholm,287,11.78
51.12.217.144,443,443,true,ARN,Europe,Stockholm,263,11.69
20.215.241.164,2053,443,true,WAW,Europe,Warsaw,286,11.67
172.179.181.196,443,443,true,SEA,North America,Seattle,521,11.61
4.219.15.140,2053,443,true,CPH,Europe,Copenhagen,173,11.55
4.219.15.140,8443,443,true,CPH,Europe,Copenhagen,190,11.41
20.91.225.232,8443,443,true,ARN,Europe,Stockholm,317,11.29
51.140.85.89,2053,443,true,LHR,Europe,London,603,11.09
20.33.62.19,2083,443,true,LHR,Europe,London,465,11.05
4.221.60.243,8443,443,true,JNB,Africa,Johannesburg,242,10.47
4.221.60.243,2053,443,true,JNB,Africa,Johannesburg,227,10.33
20.221.32.145,443,443,true,ORD,North America,Chicago,311,10.32
172.214.176.68,8443,443,true,ORD,North America,Chicago,347,10.07
20.121.115.188,443,443,true,EWR,North America,Newark,442,9.87
158.23.81.224,8443,443,true,DFW,North America,Dallas,399,9.85
172.214.176.68,2053,443,true,ORD,North America,Chicago,393,9.78
20.151.63.165,8443,443,true,YYZ,North America,Toronto,322,9.17
158.23.81.224,2053,443,true,DFW,North America,Dallas,229,8.83
48.217.34.120,443,443,true,IAD,North America,Ashburn,312,8.76
4.255.56.137,443,443,true,EWR,North America,Newark,369,8.56
20.25.205.37,2053,443,true,ORD,North America,Chicago,324,8.49
4.255.56.138,443,443,true,IAD,North America,Ashburn,279,8.45
20.25.205.37,8443,443,true,ORD,North America,Chicago,330,8.45
20.127.201.36,443,443,true,EWR,North America,Newark,382,8.28
20.151.60.161,8443,443,true,YYZ,North America,Toronto,318,8.28
74.249.233.213,443,443,true,ORD,North America,Chicago,346,8.18
172.177.248.69,8443,443,true,IAD,North America,Ashburn,412,8.13
20.228.249.211,2053,443,true,IAD,North America,Ashburn,397,8.08
20.220.29.122,2053,443,true,YYZ,North America,Toronto,509,8.04
20.109.23.42,443,443,true,IAD,North America,Ashburn,237,7.89
20.36.131.211,443,443,true,IAD,North America,Ashburn,398,7.86
4.172.225.82,8443,443,true,YYZ,North America,Toronto,372,7.83
20.228.249.211,8443,443,true,EWR,North America,Newark,675,7.82
4.172.225.98,8443,443,true,YYZ,North America,Toronto,297,7.75
40.123.42.160,8443,443,true,IAD,North America,Ashburn,435,7.64
52.165.82.62,443,443,true,ORD,North America,Chicago,339,7.53
20.151.238.192,8443,443,true,YYZ,North America,Toronto,249,7.43
40.79.73.114,8443,443,true,IAD,North America,Ashburn,340,7.36
104.46.101.90,8443,443,true,IAD,North America,Ashburn,385,7.21
104.210.3.231,8443,443,true,IAD,North America,Ashburn,446,7.00
4.248.47.209,8443,443,true,YUL,North America,Montréal,686,6.76
137.116.91.147,8443,443,true,IAD,North America,Ashburn,481,6.72
172.174.249.255,443,443,true,EWR,North America,Newark,352,6.69
20.246.127.166,443,443,true,IAD,North America,Ashburn,359,6.61
172.208.44.21,443,443,true,EWR,North America,Newark,329,6.50
191.235.86.71,8443,443,true,GRU,South America,São Paulo,448,3.75
20.52.104.187,443,443,true,KIX,Asia Pacific,Osaka,684,3.48
20.204.43.57,80,443,false,BOM,Asia Pacific,Mumbai,49,0.06
137.116.251.154,80,443,false,DUB,Europe,Dublin,160,0.02
52.226.76.91,80,443,false,IAD,North America,Ashburn,226,0.02
13.90.157.110,80,443,false,EWR,North America,Newark,263,0.02
20.48.5.180,80,80,false,NRT,Asia Pacific,Tokyo,68,0.00
172.179.181.196,80,80,false,SEA,North America,Seattle,162,0.00
20.64.237.37,80,80,false,SEA,North America,Seattle,163,0.00
51.140.191.188,2086,2086,false,LHR,Europe,London,165,0.00
13.95.193.125,80,443,false,AMS,Europe,Amsterdam,166,0.00
51.143.162.160,80,80,false,LHR,Europe,London,169,0.00
51.140.44.206,2086,2086,false,LHR,Europe,London,172,0.00
20.58.24.221,2086,2086,false,LHR,Europe,London,178,0.00
104.40.244.228,80,80,false,AMS,Europe,Amsterdam,182,0.00
51.140.154.44,2086,2086,false,LHR,Europe,London,186,0.00
40.66.63.160,80,80,false,CDG,Europe,Paris,187,0.00
20.119.73.200,80,80,false,IAD,North America,Ashburn,224,0.00
172.191.74.198,8080,80,false,IAD,North America,Ashburn,224,0.00
172.210.57.202,80,80,false,EWR,North America,Newark,225,0.00
40.76.252.162,80,80,false,IAD,North America,Ashburn,225,0.00
51.141.162.228,80,80,false,SEA,North America,Seattle,227,0.00
4.175.200.138,8080,80,false,AMS,Europe,Amsterdam,230,0.00
4.255.56.138,80,80,false,EWR,North America,Newark,232,0.00
51.145.10.26,80,8080,false,LHR,Europe,London,235,0.00
20.42.63.168,80,80,false,EWR,North America,Newark,236,0.00
74.241.145.136,8080,80,false,ARN,Europe,Stockholm,237,0.00
4.255.56.137,80,80,false,EWR,North America,Newark,261,0.00
172.174.249.255,80,80,false,IAD,North America,Ashburn,272,0.00
172.171.174.174,80,80,false,EWR,North America,Newark,272,0.00
74.235.55.225,80,80,false,EWR,North America,Newark,275,0.00
