IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
144.21.35.235,443,true,FRA,Europe,Frankfurt,263 ms,4667 kB/s
129.146.46.164,443,true,LAX,North America,Los Angeles,276 ms,4477 kB/s
89.168.83.143,8443,true,FRA,Europe,Frankfurt,299 ms,4181 kB/s
150.136.87.192,443,true,IAD,North America,Ashburn,251 ms,3820 kB/s
193.123.81.105,443,true,MXP,Europe,Milan,188 ms,3804 kB/s
132.226.31.178,443,true,LAX,North America,Los Angeles,247 ms,3295 kB/s
141.148.229.106,443,true,AMS,Europe,Amsterdam,308 ms,3065 kB/s
129.146.220.190,443,true,LAX,North America,Los Angeles,254 ms,2849 kB/s
89.168.112.118,8443,true,FRA,Europe,Frankfurt,311 ms,2821 kB/s
158.179.207.182,2053,true,ARN,Europe,Stockholm,273 ms,2805 kB/s
141.145.205.115,8443,true,CDG,Europe,Paris,262 ms,2735 kB/s
141.144.197.111,443,true,AMS,Europe,Amsterdam,298 ms,2604 kB/s
84.235.169.234,443,true,AMS,Europe,Amsterdam,313 ms,2577 kB/s
130.61.170.78,443,true,FRA,Europe,Frankfurt,307 ms,2541 kB/s
158.180.49.11,2053,true,FRA,Europe,Frankfurt,320 ms,2281 kB/s
158.178.206.197,2053,true,CDG,Europe,Paris,256 ms,2249 kB/s
129.146.168.102,443,true,LAX,North America,Los Angeles,254 ms,2178 kB/s
158.178.206.197,8443,true,CDG,Europe,Paris,263 ms,2057 kB/s
89.168.68.57,8443,true,FRA,Europe,Frankfurt,315 ms,1862 kB/s
164.152.26.70,2086,true,ORD,North America,Chicago,276 ms,1840 kB/s
129.146.254.39,443,true,LAX,North America,Los Angeles,247 ms,1833 kB/s
89.168.68.57,2053,true,FRA,Europe,Frankfurt,308 ms,1753 kB/s
130.61.107.238,8443,true,FRA,Europe,Frankfurt,309 ms,1740 kB/s
164.152.26.70,2052,true,ORD,North America,Chicago,272 ms,1649 kB/s
129.159.130.38,443,true,CDG,Europe,Paris,295 ms,1644 kB/s
130.61.23.77,443,true,FRA,Europe,Frankfurt,310 ms,1606 kB/s
193.122.107.147,443,true,ICN,Asia Pacific,Seoul,74 ms,1420 kB/s
89.168.43.31,2053,true,CDG,Europe,Paris,252 ms,1171 kB/s
158.178.153.80,2096,true,AMS,Europe,Amsterdam,300 ms,1100 kB/s
158.179.207.182,8443,true,ARN,Europe,Stockholm,269 ms,1073 kB/s
89.168.43.31,8443,true,CDG,Europe,Paris,252 ms,1043 kB/s
158.101.215.45,8443,true,AMS,Europe,Amsterdam,306 ms,486 kB/s
129.159.84.71,443,true,IAD,North America,Ashburn,254 ms,390 kB/s
40.233.70.7,8443,true,YYZ,North America,Toronto,243 ms,320 kB/s
158.180.49.11,8443,true,FRA,Europe,Frankfurt,308 ms,291 kB/s
168.138.184.172,443,true,SIN,Asia Pacific,Singapore,361 ms,182 kB/s
146.235.59.153,8443,true,GRU,South America,São Paulo,382 ms,41 kB/s
132.226.163.224,8443,true,GRU,South America,São Paulo,381 ms,32 kB/s
192.9.180.162,443,true,SYD,Oceania,Sydney,336 ms,25 kB/s
146.235.59.153,2053,true,GRU,South America,São Paulo,377 ms,6 kB/s
152.70.248.96,443,true,ICN,Asia Pacific,Seoul,72 ms,0 kB/s
150.230.42.80,443,true,SJC,North America,San Jose,195 ms,0 kB/s
152.67.65.201,443,true,ZRH,Europe,Zurich,258 ms,0 kB/s
158.179.203.23,443,true,OSL,Europe,Oslo,264 ms,0 kB/s
129.151.148.35,443,true,DXB,Middle East,Dubai,192 ms,0 kB/s
129.154.46.115,443,true,HYD,Asia Pacific,Hyderabad,372 ms,0 kB/s
168.138.50.249,443,true,KIX,Asia Pacific,Osaka,201 ms,0 kB/s
150.230.221.148,443,true,NRT,Asia Pacific,Tokyo,149 ms,0 kB/s
150.136.61.148,443,true,IAD,North America,Ashburn,253 ms,0 kB/s
140.238.158.238,443,true,YYZ,North America,Toronto,242 ms,0 kB/s
158.101.15.48,443,true,LAX,North America,Los Angeles,253 ms,0 kB/s
140.83.86.166,443,true,KIX,Asia Pacific,Osaka,198 ms,0 kB/s
