IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
152.70.155.147,443,true,LAX,North America,Los Angeles,248 ms,5753 kB/s
152.70.155.147,2087,true,LAX,North America,Los Angeles,245 ms,5642 kB/s
152.70.155.147,8443,true,LAX,North America,Los Angeles,254 ms,5637 kB/s
158.101.223.48,443,true,FRA,Europe,Frankfurt,239 ms,5552 kB/s
152.70.155.147,2096,true,LAX,North America,Los Angeles,244 ms,5016 kB/s
143.47.240.248,443,true,FRA,Europe,Frankfurt,241 ms,4587 kB/s
89.168.83.143,8443,true,FRA,Europe,Frankfurt,293 ms,4314 kB/s
152.70.155.147,2083,true,LAX,North America,Los Angeles,256 ms,4121 kB/s
152.70.155.147,2053,true,LAX,North America,Los Angeles,257 ms,4007 kB/s
141.144.197.111,443,true,AMS,Europe,Amsterdam,307 ms,3935 kB/s
129.146.168.102,443,true,LAX,North America,Los Angeles,276 ms,3567 kB/s
89.168.68.57,2053,true,FRA,Europe,Frankfurt,292 ms,3551 kB/s
84.235.169.234,443,true,AMS,Europe,Amsterdam,287 ms,3359 kB/s
141.144.253.109,443,true,FRA,Europe,Frankfurt,293 ms,3250 kB/s
158.101.199.249,8443,true,AMS,Europe,Amsterdam,288 ms,3164 kB/s
130.61.23.77,443,true,FRA,Europe,Frankfurt,249 ms,2921 kB/s
141.145.205.115,8443,true,CDG,Europe,Paris,260 ms,2636 kB/s
129.146.46.164,443,true,LAX,North America,Los Angeles,275 ms,2578 kB/s
141.148.242.113,8443,true,AMS,Europe,Amsterdam,287 ms,2565 kB/s
150.230.20.156,8443,true,AMS,Europe,Amsterdam,300 ms,2407 kB/s
141.144.198.113,8443,true,AMS,Europe,Amsterdam,287 ms,2370 kB/s
40.233.70.7,8443,true,YYZ,North America,Toronto,249 ms,2166 kB/s
129.151.198.3,8443,true,ARN,Europe,Stockholm,253 ms,2106 kB/s
158.179.207.182,8443,true,ARN,Europe,Stockholm,259 ms,1833 kB/s
158.178.153.80,2096,true,AMS,Europe,Amsterdam,242 ms,1654 kB/s
89.168.43.31,2053,true,CDG,Europe,Paris,249 ms,1590 kB/s
141.147.61.116,8443,true,FRA,Europe,Frankfurt,324 ms,1391 kB/s
141.144.198.113,2053,true,AMS,Europe,Amsterdam,307 ms,1055 kB/s
150.230.20.156,2053,true,AMS,Europe,Amsterdam,370 ms,860 kB/s
129.151.198.3,2053,true,ARN,Europe,Stockholm,255 ms,332 kB/s
158.179.207.182,2053,true,ARN,Europe,Stockholm,259 ms,256 kB/s
141.147.61.116,2053,true,FRA,Europe,Frankfurt,337 ms,224 kB/s
140.238.158.238,8080,true,YYZ,North America,Toronto,244 ms,105 kB/s
140.238.158.238,443,true,YYZ,North America,Toronto,246 ms,89 kB/s
132.226.31.178,443,true,LAX,North America,Los Angeles,249 ms,83 kB/s
64.181.240.173,443,true,SJC,North America,San Jose,178 ms,0 kB/s
152.67.231.219,443,true,SJC,North America,San Jose,215 ms,0 kB/s
150.230.34.116,443,true,SJC,North America,San Jose,191 ms,0 kB/s
150.136.87.192,443,true,IAD,North America,Ashburn,253 ms,0 kB/s
217.142.243.226,443,true,KIX,Asia Pacific,Osaka,200 ms,0 kB/s
129.213.136.180,443,true,IAD,North America,Ashburn,255 ms,0 kB/s
129.159.84.71,443,true,IAD,North America,Ashburn,253 ms,0 kB/s
143.47.243.144,8443,true,LHR,Europe,London,252 ms,0 kB/s
164.152.26.70,2052,true,ORD,North America,Chicago,257 ms,0 kB/s
132.145.54.84,8443,true,LHR,Europe,London,241 ms,0 kB/s
132.145.54.84,2053,true,LHR,Europe,London,242 ms,0 kB/s
168.138.46.67,443,true,KIX,Asia Pacific,Osaka,196 ms,0 kB/s
143.47.243.144,2053,true,LHR,Europe,London,245 ms,0 kB/s
64.110.104.30,443,true,KIX,Asia Pacific,Osaka,196 ms,0 kB/s
164.152.26.70,2086,true,ORD,North America,Chicago,258 ms,0 kB/s
132.226.163.224,8443,true,GRU,South America,São Paulo,394 ms,0 kB/s
146.235.59.153,2053,true,GRU,South America,São Paulo,359 ms,0 kB/s
144.22.252.124,443,true,GRU,South America,São Paulo,353 ms,0 kB/s
193.123.81.105,443,true,DXB,Middle East,Dubai,193 ms,0 kB/s
146.235.59.153,8443,true,GRU,South America,São Paulo,360 ms,0 kB/s
144.24.78.162,443,true,ICN,Asia Pacific,Seoul,137 ms,0 kB/s
150.230.221.148,443,true,NRT,Asia Pacific,Tokyo,136 ms,0 kB/s
152.67.249.123,443,true,SJC,North America,San Jose,192 ms,0 kB/s
168.138.194.74,443,true,NRT,Asia Pacific,Tokyo,152 ms,0 kB/s
